Date,EUR= (BID),EURCNH= (BID),HBEHBEA (TRDPRC_1),HBEHBEAOTC (TRDPRC_1),EURCNY= (BID),
24/8/2012,1.2511,7.952,,,7.9491,
27/8/2012,1.2499,7.9481,,,7.9441,
28/8/2012,1.2564,7.9898,,,7.98,
29/8/2012,1.2529,7.964,,,7.9582,
30/8/2012,1.2504,7.9559,,,7.9412,
31/8/2012,1.2575,7.9984,,,7.985,
03/9/2012,1.2593,7.9925,,,7.9817,
04/9/2012,1.2564,7.9766,,,7.9744,
05/9/2012,1.2599,8.0032,,,8.0002,
06/9/2012,1.2628,8.016,,,8.011,
07/9/2012,1.2815,8.0624,,,8.1296,
10/9/2012,1.2757,8.0892,,,8.0828,
11/9/2012,1.2854,8.1266,,,8.1416,
12/9/2012,1.2899,8.1644,,,8.16,
13/9/2012,1.2988,8.1663,,,8.2181,
14/9/2012,1.3124,8.2981,,,8.2884,
17/9/2012,1.3116,8.2919,,,8.2847,
18/9/2012,1.3046,8.2565,,,8.2415,
19/9/2012,1.3047,8.2404,,,8.2302,
20/9/2012,1.2968,8.1903,,,8.1732,
21/9/2012,1.2979,8.1943,,,8.1809,
24/9/2012,1.293,8.1646,,,8.1564,
25/9/2012,1.2898,8.1437,,,8.1337,
26/9/2012,1.2871,8.1155,,,8.1094,
27/9/2012,1.2913,8.1513,,,8.1392,
28/9/2012,1.2858,8.1328,,,8.0776,
01/10/2012,1.2888,8.1224,,,8.0982,
02/10/2012,1.2918,8.1412,,,8.117,
03/10/2012,1.2904,8.1362,,,8.1108,
04/10/2012,1.3017,8.2007,,,8.1818,
05/10/2012,1.3033,8.216,,,8.1899,
08/10/2012,1.2969,8.1594,,,8.1516,
09/10/2012,1.2884,8.1059,,,8.0972,
10/10/2012,1.2874,8.1,,,8.082,
11/10/2012,1.2926,8.1175,,,8.1149,
12/10/2012,1.295,8.1247,,,8.117,
15/10/2012,1.2948,8.1105,,,8.1159,
16/10/2012,1.3052,8.1725,,,8.191,
17/10/2012,1.3117,8.1986,,,8.2044,
18/10/2012,1.3065,8.1689,,,8.1664,
19/10/2012,1.3021,8.1445,,,8.143,
22/10/2012,1.3059,8.1593,,,8.1694,
23/10/2012,1.2985,8.1195,,,8.1121,
24/10/2012,1.2971,8.0978,,,8.1015,
25/10/2012,1.2933,8.0637,,,8.0723,
26/10/2012,1.2939,8.0655,,,8.0868,
29/10/2012,1.2902,8.0611,,,8.0554,
30/10/2012,1.2956,8.0897,,,8.0868,
31/10/2012,1.2958,8.0882,,,8.0828,
01/11/2012,1.2942,8.0735,,,8.0749,
02/11/2012,1.2836,8.0112,,,8.0101,
05/11/2012,1.2795,7.9847,,,7.987,
06/11/2012,1.2813,7.9959,,,8.0022,
07/11/2012,1.277,7.9627,,,7.9729,
08/11/2012,1.2745,7.9445,,,7.9576,
09/11/2012,1.2708,7.9253,,,7.9386,
12/11/2012,1.2707,7.9088,,,7.9166,
13/11/2012,1.2702,7.8981,,,7.9089,
14/11/2012,1.2734,7.9008,,,7.9288,
15/11/2012,1.2778,7.9581,,,7.9644,
16/11/2012,1.2742,7.9497,,,7.942,
19/11/2012,1.2811,7.9825,,,7.9869,
20/11/2012,1.2816,7.9881,,,7.9881,
21/11/2012,1.2828,7.9816,,,7.9894,
22/11/2012,1.2882,8.0271,,,8.0252,
23/11/2012,1.2975,8.0769,,,8.0792,
26/11/2012,1.2972,8.0712,,,8.0736,
27/11/2012,1.2944,8.056,,,8.0477,
28/11/2012,1.2951,8.0567,,,8.0569,
29/11/2012,1.2977,8.0554,,,8.081,
30/11/2012,1.2984,8.078,,,8.0982,
03/12/2012,1.3053,8.1059,,,8.1265,
04/12/2012,1.3093,8.1229,,,8.1522,
05/12/2012,1.3066,8.1101,,,8.1381,
06/12/2012,1.2967,8.0493,,,8.0767,
07/12/2012,1.2924,8.0257,,,8.0534,
10/12/2012,1.294,8.0345,,,8.0642,
11/12/2012,1.3004,8.0933,,,8.121,
12/12/2012,1.3072,8.1402,,,8.1671,
13/12/2012,1.3076,8.134,,,8.1478,
14/12/2012,1.3161,8.1604,,,8.2132,
17/12/2012,1.3163,8.1807,,,8.2072,
18/12/2012,1.3229,8.2124,,,8.2396,
19/12/2012,1.3226,8.2077,,,8.2457,
20/12/2012,1.3242,8.229,,,8.2494,
21/12/2012,1.3185,8.1935,,,8.2121,
24/12/2012,1.3186,8.2259,,,8.2207,
25/12/2012,1.3182,8.203,,,8.221,
26/12/2012,1.3223,8.2383,,,8.2453,
27/12/2012,1.3235,8.2425,,,8.255,
28/12/2012,1.3214,8.2251,,,8.2384,
31/12/2012,1.3194,8.2136,,,8.22,
01/1/2013,1.3204,8.2136,,,8.2169,
02/1/2013,1.3184,8.1807,,,8.215,
03/1/2013,1.3046,8.1104,,,8.129,
04/1/2013,1.3067,8.1212,,,8.1436,
07/1/2013,1.3115,8.1297,,,8.1699,
08/1/2013,1.308,8.1184,,,8.144,
09/1/2013,1.3063,8.102,,,8.1349,
10/1/2013,1.3269,8.2109,,,8.2473,
11/1/2013,1.3343,8.2474,,,8.291,
14/1/2013,1.3382,8.2727,,,8.3185,
15/1/2013,1.3303,8.2355,,,8.2657,
16/1/2013,1.3289,8.2249,,,8.2604,
17/1/2013,1.3374,8.2718,,,8.3136,
18/1/2013,1.3317,8.2437,,,8.2749,
21/1/2013,1.3312,8.2465,,,8.279,
22/1/2013,1.332,8.2555,,,8.2839,
23/1/2013,1.3316,8.2599,,,8.2827,
24/1/2013,1.3374,8.2973,,,8.3152,
25/1/2013,1.346,8.3758,,,8.37,
28/1/2013,1.3455,8.3805,,,8.371,
29/1/2013,1.3491,8.387,,,8.3982,
30/1/2013,1.3567,8.4279,,,8.438,
31/1/2013,1.3578,8.4304,,,8.4455,
01/2/2013,1.3639,8.4889,,,8.4996,
04/2/2013,1.3513,8.4006,,,8.424,
05/2/2013,1.3581,8.4347,,,8.4586,
06/2/2013,1.352,8.4053,,,8.4244,
07/2/2013,1.3396,8.3359,,,8.3494,
08/2/2013,1.3363,8.3114,,,8.3288,
11/2/2013,1.3406,8.3403,,,8.3563,
12/2/2013,1.3453,8.3578,,,8.3806,
13/2/2013,1.3453,8.3659,,,8.3812,
14/2/2013,1.336,8.3115,,,8.322,
15/2/2013,1.3362,8.304,,,8.3288,
18/2/2013,1.3351,8.3194,,,8.3325,
19/2/2013,1.3386,8.348,,,8.359,
20/2/2013,1.328,8.3213,,,8.2826,
21/2/2013,1.3188,8.2314,,,8.2291,
22/2/2013,1.3188,8.2237,,,8.2197,
25/2/2013,1.3062,8.137,,,8.145,
26/2/2013,1.3061,8.1328,,,8.1348,
27/2/2013,1.3138,8.1739,,,8.1837,
28/2/2013,1.3056,8.1404,,,8.1288,
01/3/2013,1.302,8.1082,,,8.1012,
04/3/2013,1.3025,8.088,,,8.1051,
05/3/2013,1.305,8.1106,,,8.1132,
06/3/2013,1.2965,8.0826,,,8.0758,
07/3/2013,1.3104,8.1257,,,8.1501,
08/3/2013,1.3004,8.1417,,,8.0776,
11/3/2013,1.3043,8.0671,,,8.11,
12/3/2013,1.3032,8.081,,,8.0994,
13/3/2013,1.296,8.075,,,8.0505,
14/3/2013,1.3004,8.0778,,,8.0801,
15/3/2013,1.3074,8.101,,,8.1245,
18/3/2013,1.2954,8.0411,,,8.0511,
19/3/2013,1.2881,7.9972,,,8.0005,
20/3/2013,1.2932,8.0246,,,8.033,
21/3/2013,1.2897,8.0019,,,8.0168,
22/3/2013,1.2985,8.0189,,,8.0663,
25/3/2013,1.2851,7.9715,,,7.9836,
26/3/2013,1.286,7.9767,,,7.9834,
27/3/2013,1.278,7.9326,,,7.9406,
28/3/2013,1.2814,7.9552,,,7.9642,
29/3/2013,1.2818,7.951,,,7.9607,
01/4/2013,1.2847,7.9293,,,7.9733,
02/4/2013,1.2818,7.9361,,,7.9445,
03/4/2013,1.285,7.9587,,,7.9631,
04/4/2013,1.2935,8.0203,,,8.0191,
05/4/2013,1.2989,8.0538,,,8.0545,
08/4/2013,1.3007,8.0617,,,8.0752,
09/4/2013,1.3081,8.0994,,,8.1131,
10/4/2013,1.3068,8.0851,,,8.0941,
11/4/2013,1.3102,8.103,,,8.1194,
12/4/2013,1.3111,8.1102,,,8.1151,
15/4/2013,1.3034,8.0615,,,8.0698,
16/4/2013,1.3176,8.1507,,,8.1478,
17/4/2013,1.3028,8.111,,,8.0427,
18/4/2013,1.305,8.0629,,,8.0657,
19/4/2013,1.3051,8.0671,,,8.0611,
22/4/2013,1.3066,8.0706,,,8.0778,
23/4/2013,1.2998,8.0258,,,8.0315,
24/4/2013,1.3015,8.0278,,,8.0403,
25/4/2013,1.3012,8.0226,,,8.0293,
26/4/2013,1.3026,8.0322,,,8.0301,
29/4/2013,1.3097,8.07,,,8.0739,
30/4/2013,1.3166,8.1158,,,8.1164,
01/5/2013,1.3177,8.1208,,,8.1232,
02/5/2013,1.3063,8.0432,,,8.0411,
03/5/2013,1.3113,8.0741,,,8.0717,
06/5/2013,1.3074,8.0751,,,8.0621,
07/5/2013,1.3077,8.05,,,8.0475,
08/5/2013,1.3151,8.0714,,,8.076,
09/5/2013,1.3041,8.0108,,,7.9949,
10/5/2013,1.2992,7.9872,,,7.979,
13/5/2013,1.2975,7.9644,,,7.9739,
14/5/2013,1.2918,7.9329,,,7.935,
15/5/2013,1.2886,7.9141,,,7.919,
16/5/2013,1.2881,7.918,,,7.9201,
17/5/2013,1.2838,7.8887,,,7.8838,
20/5/2013,1.2882,7.9047,,,7.9077,
21/5/2013,1.2905,7.9097,,,7.9176,
22/5/2013,1.2856,7.9108,,,7.8819,
23/5/2013,1.2935,7.9267,,,7.9339,
24/5/2013,1.2929,7.918,,,7.9269,
27/5/2013,1.2929,7.9092,,,7.9127,
28/5/2013,1.2854,7.8668,,,7.8683,
29/5/2013,1.2938,7.9332,,,7.9263,
30/5/2013,1.3048,8.0027,,,7.9993,
31/5/2013,1.2995,7.9897,,,7.9718,
03/6/2013,1.3075,8.0228,,,8.0165,
04/6/2013,1.3078,8.0201,,,8.0149,
05/6/2013,1.3093,8.022,,,8.0229,
06/6/2013,1.3245,8.0536,,,8.127,
07/6/2013,1.3222,8.1139,,,8.1094,
10/6/2013,1.3256,8.133,,,8.1303,
11/6/2013,1.3314,8.1715,,,8.1659,
12/6/2013,1.3336,8.1923,,,8.1794,
13/6/2013,1.3374,8.211,,,8.2037,
14/6/2013,1.3346,8.1856,,,8.1819,
17/6/2013,1.3367,8.1893,,,8.187,
18/6/2013,1.3393,8.2159,,,8.2076,
19/6/2013,1.3294,8.2033,,,8.1438,
20/6/2013,1.3218,8.0998,,,8.0996,
21/6/2013,1.3122,8.1043,,,8.0475,
24/6/2013,1.3117,8.0531,,,8.0592,
25/6/2013,1.3084,8.0317,,,8.038,
26/6/2013,1.3011,7.9961,,,7.9976,
27/6/2013,1.3035,8.0131,,,8.015,
28/6/2013,1.3008,8.0299,,,7.9835,
01/7/2013,1.3063,8.0056,,,8.0109,
02/7/2013,1.2977,7.9739,,,7.9591,
03/7/2013,1.3006,7.975,,,7.9753,
04/7/2013,1.2913,7.9124,,,7.91,
05/7/2013,1.283,7.9042,,,7.8679,
08/7/2013,1.2869,7.8964,,,7.8935,
09/7/2013,1.278,7.8431,,,7.8332,
10/7/2013,1.2974,7.9608,,,7.959,
11/7/2013,1.3094,8.0165,,,8.0332,
12/7/2013,1.3066,8.0239,,,8.019,
15/7/2013,1.3062,8.0181,,,8.0165,
16/7/2013,1.3161,8.0749,,,8.0736,
17/7/2013,1.3124,8.0515,,,8.0517,
18/7/2013,1.3109,8.05,,,8.05,
19/7/2013,1.3142,8.0599,,,8.0662,
22/7/2013,1.3183,8.088,,,8.0949,
23/7/2013,1.3221,8.1115,,,8.1136,
24/7/2013,1.32,8.0973,,,8.0993,
25/7/2013,1.3276,8.1465,,,8.1442,
26/7/2013,1.3278,8.143,,,8.1415,
29/7/2013,1.326,8.1342,,,8.1314,
30/7/2013,1.3262,8.1332,,,8.1316,
31/7/2013,1.33,8.1574,,,8.1508,
01/8/2013,1.3206,8.0959,,,8.0955,
02/8/2013,1.3281,8.138,,,8.1403,
05/8/2013,1.3257,8.1139,,,8.1192,
06/8/2013,1.3305,8.1433,,,8.1447,
07/8/2013,1.3336,8.1565,,,8.1603,
08/8/2013,1.3379,8.1805,,,8.1889,
09/8/2013,1.3342,8.1631,,,8.1676,
12/8/2013,1.3298,8.1383,,,8.1408,
13/8/2013,1.3261,8.1121,,,8.1174,
14/8/2013,1.3255,8.1068,,,8.1109,
15/8/2013,1.3346,8.1512,,,8.1569,
16/8/2013,1.3329,8.1425,,,8.15,
19/8/2013,1.3333,8.1511,,,8.1634,
20/8/2013,1.3416,8.2045,,,8.2161,
21/8/2013,1.3356,8.1728,,,8.1777,
22/8/2013,1.3354,8.1664,,,8.1734,
23/8/2013,1.3381,8.1746,,,8.1892,
26/8/2013,1.3368,8.1723,,,8.1815,
27/8/2013,1.3392,8.1876,,,8.1975,
28/8/2013,1.3338,8.1589,,,8.1637,
29/8/2013,1.324,8.0989,,,8.1033,
30/8/2013,1.322,8.0827,,,8.0909,
02/9/2013,1.319,8.0642,,,8.0715,
03/9/2013,1.3169,8.0521,,,8.06,
04/9/2013,1.3207,8.0684,,,8.0826,
05/9/2013,1.3119,8.0207,,,8.028,
06/9/2013,1.3179,8.0269,,,8.0658,
09/9/2013,1.3254,8.0735,,,8.1126,
10/9/2013,1.3267,8.1074,,,8.1187,
11/9/2013,1.3309,8.1109,,,8.1428,
12/9/2013,1.3297,8.1097,,,8.1348,
13/9/2013,1.3292,8.1143,,,8.1328,
16/9/2013,1.3333,8.1457,,,8.1595,
17/9/2013,1.3357,8.1591,,,8.1762,
18/9/2013,1.3521,8.1721,,,8.2762,
19/9/2013,1.3529,8.267,,,8.2811,
20/9/2013,1.3522,8.2626,,,8.2768,
23/9/2013,1.3492,8.2473,,,8.2582,
24/9/2013,1.3472,8.2392,,,8.2459,
25/9/2013,1.3525,8.2712,,,8.2759,
26/9/2013,1.3488,8.2508,,,8.2538,
27/9/2013,1.3521,8.269,,,8.272,
30/9/2013,1.3524,8.271,,,8.2767,
01/10/2013,1.3524,8.2688,,,8.2773,
02/10/2013,1.3576,8.301,,,8.3085,
03/10/2013,1.3617,8.3179,,,8.3336,
04/10/2013,1.3557,8.2832,,,8.2969,
07/10/2013,1.3581,8.292,,,8.3116,
08/10/2013,1.3571,8.2988,,,8.3063,
09/10/2013,1.3523,8.265,,,8.2785,
10/10/2013,1.3519,8.2577,,,8.2677,
11/10/2013,1.3541,8.2737,,,8.2876,
14/10/2013,1.3561,8.2748,,,8.2822,
15/10/2013,1.3523,8.2456,,,8.2525,
16/10/2013,1.3534,8.247,,,8.2552,
17/10/2013,1.3675,8.3288,,,8.339,
18/10/2013,1.3684,8.336,,,8.3426,
21/10/2013,1.3681,8.3326,,,8.335,
22/10/2013,1.378,8.3246,,,8.3955,
23/10/2013,1.3774,8.3844,,,8.3791,
24/10/2013,1.3799,8.3869,,,8.3919,
25/10/2013,1.3804,8.3833,,,8.3981,
28/10/2013,1.3784,8.3732,,,8.388,
29/10/2013,1.3745,8.3557,,,8.3703,
30/10/2013,1.3735,8.3561,,,8.3696,
31/10/2013,1.3582,8.2721,,,8.2773,
01/11/2013,1.3485,8.2095,,,8.2249,
04/11/2013,1.3513,8.2239,,,8.2402,
05/11/2013,1.3474,8.2014,,,8.2146,
06/11/2013,1.351,8.2187,,,8.231,
07/11/2013,1.3418,8.1645,,,8.1724,
08/11/2013,1.337,8.122,,,8.1427,
11/11/2013,1.3406,8.1503,,,8.1651,
12/11/2013,1.3435,8.1635,,,8.1842,
13/11/2013,1.3484,8.1833,,,8.2153,
14/11/2013,1.3457,8.1816,,,8.198,
15/11/2013,1.3495,8.1914,,,8.2212,
18/11/2013,1.3503,8.2037,,,8.2258,
19/11/2013,1.3538,8.2037,,,8.2479,
20/11/2013,1.3438,8.1539,,,8.1871,
21/11/2013,1.3481,8.1792,,,8.2134,
22/11/2013,1.3558,8.2302,,,8.2616,
25/11/2013,1.3515,8.2133,,,8.2328,
26/11/2013,1.3571,8.253,,,8.2681,
27/11/2013,1.3578,8.2574,,,8.272,
28/11/2013,1.3604,8.2783,,,8.2877,
29/11/2013,1.3589,8.2712,,,8.2787,
02/12/2013,1.354,8.2396,,,8.2495,
03/12/2013,1.3589,8.2659,,,8.2776,
04/12/2013,1.3593,8.2621,,,8.2799,
05/12/2013,1.3667,8.3047,,,8.323,
06/12/2013,1.3703,8.3137,,,8.3335,
09/12/2013,1.3737,8.3309,,,8.3401,
10/12/2013,1.3759,8.3445,,,8.3524,
11/12/2013,1.3785,8.3691,,,8.3691,
12/12/2013,1.3754,8.3526,,,8.3501,
13/12/2013,1.3741,8.3397,,,8.3422,
16/12/2013,1.376,8.3531,,,8.3541,
17/12/2013,1.3766,8.3541,,,8.3569,
18/12/2013,1.3683,8.3407,,,8.3074,
19/12/2013,1.3662,8.2942,,,8.2943,
20/12/2013,1.3671,8.2962,,,8.2998,
23/12/2013,1.3695,8.314,,,8.3125,
24/12/2013,1.3682,8.3062,,,8.3066,
25/12/2013,1.3678,8.3065,,,8.3042,
26/12/2013,1.3691,8.316,,,8.3165,
27/12/2013,1.3741,8.3409,,,8.3386,
30/12/2013,1.3803,8.3769,,,8.367,
31/12/2013,1.3745,8.3316,,,8.3208,
01/1/2014,1.3752,8.3235,,,8.325,
02/1/2014,1.367,8.27,,,8.2709,
03/1/2014,1.3587,8.2175,,,8.2208,
06/1/2014,1.3627,8.2368,,,8.2476,
07/1/2014,1.3615,8.2201,,,8.238,
08/1/2014,1.3574,8.1973,,,8.2142,
09/1/2014,1.3606,8.2127,,,8.2371,
10/1/2014,1.3667,8.2179,,,8.2711,
13/1/2014,1.3671,8.2406,,,8.2617,
14/1/2014,1.3679,8.231,,,8.2624,
15/1/2014,1.3603,8.191,,,8.2242,
16/1/2014,1.3619,8.2041,,,8.2482,
17/1/2014,1.3539,8.1474,,,8.1911,
20/1/2014,1.355,8.1586,,,8.2011,
21/1/2014,1.3559,8.1776,,,8.2036,
22/1/2014,1.3546,8.1668,,,8.1964,
23/1/2014,1.3694,8.2677,,,8.2869,
24/1/2014,1.3675,8.2627,,,8.2715,
27/1/2014,1.367,8.2531,,,8.2673,
28/1/2014,1.3668,8.2417,,,8.27,
29/1/2014,1.3662,8.24,,,8.2729,
30/1/2014,1.3555,8.1769,,,8.2143,
31/1/2014,1.3485,8.1407,,,8.1719,
03/2/2014,1.3524,8.1632,,,8.1955,
04/2/2014,1.3518,8.1465,,,8.1919,
05/2/2014,1.3532,8.1565,,,8.201,
06/2/2014,1.3588,8.1887,,,8.2343,
07/2/2014,1.3633,8.2149,,,8.2656,
10/2/2014,1.3644,8.2333,,,8.267,
11/2/2014,1.3636,8.2302,,,8.2636,
12/2/2014,1.3592,8.2044,,,8.2387,
13/2/2014,1.3679,8.2611,,,8.2937,
14/2/2014,1.369,8.2654,,,8.3052,
17/2/2014,1.3706,8.2702,,,8.3112,
18/2/2014,1.3757,8.306,,,8.3465,
19/2/2014,1.3732,8.2956,,,8.3438,
20/2/2014,1.3718,8.3271,,,8.3449,
21/2/2014,1.3737,8.3665,,,8.3675,
24/2/2014,1.3734,8.3715,,,8.3753,
25/2/2014,1.3745,8.4085,,,8.4179,
26/2/2014,1.3687,8.3717,,,8.3823,
27/2/2014,1.3708,8.365,,,8.4001,
28/2/2014,1.3802,8.4445,,,8.4811,
03/3/2014,1.3734,8.4145,,,8.4409,
04/3/2014,1.3742,8.4185,,,8.4417,
05/3/2014,1.3732,8.4125,,,8.415,
06/3/2014,1.3858,8.454,,,8.4787,
07/3/2014,1.3876,8.4745,,,8.5002,
10/3/2014,1.3876,8.5105,,,8.5175,
11/3/2014,1.3859,8.512,,,8.509,
12/3/2014,1.3903,8.5377,,,8.5431,
13/3/2014,1.3868,8.5174,,,8.5093,
14/3/2014,1.3914,8.5515,,,8.5571,
17/3/2014,1.392,8.5815,,,8.5996,
18/3/2014,1.3933,8.6041,,,8.627,
19/3/2014,1.3832,8.5617,,,8.5667,
20/3/2014,1.3778,8.5491,,,8.58,
21/3/2014,1.3791,8.5491,,,8.5846,
24/3/2014,1.3838,8.5518,,,8.5735,
25/3/2014,1.3825,8.5498,,,8.5729,
26/3/2014,1.3781,8.5495,,,8.5558,
27/3/2014,1.3739,8.5315,,,8.5351,
28/3/2014,1.3752,8.5324,,,8.5423,
31/3/2014,1.377,8.5588,,,8.56,
01/4/2014,1.3792,8.557,,,8.5599,
02/4/2014,1.3766,8.54,,,8.5424,
03/4/2014,1.3718,8.5263,,,8.5192,
04/4/2014,1.3702,8.5088,,,8.5114,
07/4/2014,1.374,8.534,,,8.535,
08/4/2014,1.3794,8.5413,,,8.5476,
09/4/2014,1.3855,8.5583,,,8.5905,
10/4/2014,1.3887,8.6183,,,8.627,
11/4/2014,1.3883,8.6208,,,8.6235,
14/4/2014,1.3818,8.5981,,,8.5929,
15/4/2014,1.3812,8.597,,,8.5931,
16/4/2014,1.3814,8.599,,,8.5929,
17/4/2014,1.3814,8.5965,,,8.5907,
18/4/2014,1.3813,8.5975,,,8.5972,
21/4/2014,1.3791,8.5883,,,8.5875,
22/4/2014,1.3803,8.6095,,,8.6093,
23/4/2014,1.3816,8.6196,,,8.6176,
24/4/2014,1.383,8.6465,,,8.6415,
25/4/2014,1.3831,8.6553,,,8.6491,
28/4/2014,1.3849,8.6598,,,8.6584,
29/4/2014,1.3811,8.6417,,,8.6426,
30/4/2014,1.3866,8.6695,,,8.6789,
01/5/2014,1.3869,8.6697,,,8.6807,
02/5/2014,1.387,8.6808,,,8.6814,
05/5/2014,1.3874,8.6609,,,8.6647,
06/5/2014,1.3927,8.6662,,,8.669,
07/5/2014,1.391,8.675,,,8.6723,
08/5/2014,1.384,8.6183,,,8.6193,
09/5/2014,1.3757,8.5764,,,8.5669,
12/5/2014,1.3756,8.5872,,,8.58,
13/5/2014,1.3702,8.5432,,,8.5344,
14/5/2014,1.3714,8.5378,,,8.542,
15/5/2014,1.371,8.5407,,,8.5419,
16/5/2014,1.3692,8.5355,,,8.5345,
19/5/2014,1.3707,8.549,,,8.5493,
20/5/2014,1.3702,8.544,,,8.5469,
21/5/2014,1.3686,8.5292,,,8.5312,
22/5/2014,1.3654,8.5078,,,8.513,
23/5/2014,1.3633,8.4946,,,8.5019,
26/5/2014,1.3645,8.5056,,,8.5134,
27/5/2014,1.3632,8.5282,,,8.516,
28/5/2014,1.3589,8.512,,,8.4979,
29/5/2014,1.3601,8.4965,,,8.4836,
30/5/2014,1.363,8.5205,,,8.5148,
02/6/2014,1.3594,8.5015,,,8.4923,
03/6/2014,1.3627,8.5163,,,8.5218,
04/6/2014,1.3598,8.5026,,,8.4979,
05/6/2014,1.3658,8.5285,,,8.5428,
06/6/2014,1.3641,8.5145,,,8.5254,
09/6/2014,1.3592,8.4637,,,8.481,
10/6/2014,1.3547,8.4185,,,8.4317,
11/6/2014,1.3532,8.4174,,,8.4273,
12/6/2014,1.3551,8.4173,,,8.4253,
13/6/2014,1.3542,8.4101,,,8.4082,
16/6/2014,1.3573,8.4401,,,8.4492,
17/6/2014,1.3545,8.4418,,,8.4335,
18/6/2014,1.3595,8.4626,,,8.4709,
19/6/2014,1.3608,8.4739,,,8.476,
20/6/2014,1.3599,8.4665,,,8.464,
23/6/2014,1.3603,8.4651,,,8.4679,
24/6/2014,1.3605,8.4789,,,8.477,
25/6/2014,1.3629,8.4874,,,8.4967,
26/6/2014,1.3611,8.4729,,,8.4708,
27/6/2014,1.3647,8.4807,,,8.4857,
30/6/2014,1.3691,8.4994,,,8.4933,
01/7/2014,1.3679,8.4847,,,8.4803,
02/7/2014,1.3659,8.4837,,,8.4824,
03/7/2014,1.361,8.4519,,,8.4539,
04/7/2014,1.3593,8.436,,,8.4328,
07/7/2014,1.3604,8.4375,,,8.4394,
08/7/2014,1.3611,8.4431,,,8.4408,
09/7/2014,1.3644,8.4558,,,8.4585,
10/7/2014,1.3609,8.4404,,,8.4407,
11/7/2014,1.3608,8.4416,,,8.4416,
14/7/2014,1.3619,8.4544,,,8.4518,
15/7/2014,1.3571,8.4325,,,8.4242,
16/7/2014,1.3525,8.394,,,8.3902,
17/7/2014,1.3526,8.3933,,,8.3906,
18/7/2014,1.3524,8.3916,,,8.395,
21/7/2014,1.3523,8.3897,,,8.3962,
22/7/2014,1.3464,8.3511,,,8.351,
23/7/2014,1.3464,8.3339,,,8.3453,
24/7/2014,1.3463,8.333,,,8.3395,
25/7/2014,1.3429,8.3101,,,8.3143,
28/7/2014,1.3439,8.3035,,,8.3147,
29/7/2014,1.3409,8.2867,,,8.2868,
30/7/2014,1.3396,8.2676,,,8.2669,
31/7/2014,1.3388,8.2742,,,8.2653,
01/8/2014,1.3429,8.2887,,,8.2982,
04/8/2014,1.3421,8.2857,,,8.2915,
05/8/2014,1.3375,8.2508,,,8.253,
06/8/2014,1.3381,8.2414,,,8.246,
07/8/2014,1.3362,8.2375,,,8.2334,
08/8/2014,1.341,8.2543,,,8.2548,
11/8/2014,1.3385,8.2356,,,8.2355,
12/8/2014,1.3369,8.234,,,8.232,
13/8/2014,1.3364,8.2286,,,8.223,
14/8/2014,1.3362,8.2202,,,8.2203,
15/8/2014,1.3398,8.2351,,,8.2358,
18/8/2014,1.3362,8.205,,,8.2076,
19/8/2014,1.3319,8.182,,,8.1789,
20/8/2014,1.3258,8.145,,,8.1397,
21/8/2014,1.3281,8.1716,,,8.1691,
22/8/2014,1.3242,8.1517,,,8.1452,
25/8/2014,1.3191,8.118,,,8.1177,
26/8/2014,1.3167,8.098,,,8.1006,
27/8/2014,1.3192,8.1041,,,8.1038,
28/8/2014,1.3182,8.106,,,8.0968,
29/8/2014,1.3132,8.0787,,,8.067,
01/9/2014,1.3127,8.0669,,,8.0619,
02/9/2014,1.3131,8.0784,,,8.0729,
03/9/2014,1.315,8.079,,,8.0752,
04/9/2014,1.2944,7.9538,,,7.9454,
05/9/2014,1.295,7.953,,,7.9513,
08/9/2014,1.2896,7.918,,,7.9181,
09/9/2014,1.2935,7.942,,,7.9372,
10/9/2014,1.2916,7.9209,,,7.9154,
